Otu,Size,ID,Organism_Class,Organism_Order,Trophic function,Trophic status,Lifestyle,Growth form,#Accession,%identite,Longueur,BitScore,Gateway Hill-M6-1-Min10,Gateway Hill-M6-2-Min10,Gateway Hill-M6-3-Min10,Gateway Hill-M7-1-Min10,Gateway Hill-Sw-1-Org,Gateway Hill-Sw-1-Roots,Gateway Hill-Sw-1-Min10,Gateway Hill-Sw-1-Min35,Gateway Hill-Sw-2-Org,Gateway Hill-Sw-2-Roots,Gateway Hill-Sw-2-Min10,Gateway Hill-Sw-2-Min35,Gateway Hill-M2-1-Min10,Gateway Hill-M2-2-Min10,Gateway Hill-M2-3-Min10,Gateway Hill-M7-2-Min10,Gateway Hill-M7-3-Min10,Gateway Hill-M8-1-Min10,Gateway Hill-M8-2-Min10,Gateway Hill-M8-3-Min10,Gateway Hill-M14-1-Min10,Gateway Hill-M14-2-Min10,Gateway Hill-M14-3-Min10,Fort Chipewayn-TR1B-1-Min10,Fort Chipewayn-TR1B-2-Min10,Fort Chipewayn-TR1B-3-Min10,Fort Chipewayn-TR1P-1-Min10,Fort Chipewayn-TR1P-2-Min10,Fort Chipewayn-TR1P-3-Min10
OTU_536,123,Trichocladium sp. 12NJ05 18S ribosomal R,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,JX270451.1,100,291,0,0,4,0,8,4,2,4,8,1,0,0,3,0,1,0,85,0,2,0,0,0,0,0,0,0,1,0,0,0
OTU_537,123,Devriesia pseudoamericana CPC:16174 18S ,Dothideomycetes,Capnodiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,GU570527.1,87.8,287,0,20,8,39,4,8,1,0,2,12,0,2,0,0,1,0,16,1,5,0,0,2,2,0,0,0,0,0,0,0
OTU_538,123,OTU_538,,,,,,,,,,,0,27,0,59,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
OTU_539,122,Exophiala sp. isolate S4.3 internal tran,Eurotiomycetes,Chaetothyriales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KY322615.1,99.7,290,0,3,13,26,4,0,0,1,1,0,0,0,0,8,14,2,26,3,12,0,0,0,5,4,0,0,0,0,0,0
OTU_540,121,Lecanicillium sp. NWHC 44736-06-01-01 18,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,KX148698.1,100,311,0,1,1,1,21,0,0,0,0,2,0,0,3,0,0,0,62,1,23,6,0,0,0,0,0,0,0,0,0,0
OTU_541,120,Leptosphaeria biglobosa strain NRRL 6298,Dothideomycetes,Pleosporales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KM056324.1,100,242,0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,86,0,23,0,0,0,1,0,0,0,0,0,0,0
OTU_542,120,Mortierella alpina strain CBS 696.70 int,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JX975947.1,100,241,0,0,0,0,0,0,0,0,0,1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,65,38,0,1,1,1
OTU_543,120,Solicoccozyma fuscescens culture-collect,,,,,,,KY105436.1,98.7,297,0,2,1,0,1,0,1,0,0,0,0,0,0,5,35,2,4,0,57,0,0,1,3,0,0,6,0,1,1,0
OTU_544,119,Hirsutella strigosa voucher ARSEF 2044 1,Sordariomycetes,Hypocreales,Biotroph/Animal parasite,Biotroph,Animal parasite,,KM652174.1,91.4,315,0,1,0,7,41,0,0,1,1,5,0,0,2,0,2,1,52,0,3,2,0,1,0,0,0,0,0,0,0,0
OTU_545,119,Boeremia exigua isolate 263Ph6 small sub,Dothideomycetes,Pleosporales,Unknown Function,Unknown Function,Unknown Function,,MF599109.1,100,269,0,0,0,3,11,0,0,0,0,37,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_546,119,Hymenoscyphus immutabilis isolate 71809 ,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY348584.1,97.6,246,0,0,0,1,0,1,0,0,0,113,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_547,118,Boletales sp. voucher B1563 18S ribosoma,,,,,,,KY826044.1,100,321,0,0,0,0,8,2,0,2,0,0,0,1,0,6,17,1,16,12,7,0,1,4,1,1,33,5,0,0,1,0
OTU_548,118,Claussenomyces sp. voucher G.M.2015-08-2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MF099779.1,92.6,299,0,0,0,107,2,0,0,0,0,2,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0
OTU_549,118,Mortierella gamsii strain S6A1CV small s,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KY305027.1,96.4,279,0,1,1,0,27,0,0,0,0,0,0,0,0,1,6,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_550,117,Phaeosphaeria sp. JP-2013 strain WA00000,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,JX981472.1,99.4,321,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,110,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_551,117,Knufia cryptophialidica strain DAOM 2165,Incertae sedis,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,JN040503.1,100,292,0,30,6,10,0,29,28,2,0,3,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0
OTU_552,116,"Epulorhiza sp. RO 02 genes for 18S rRNA,",Agaricomycetes,Cantharellales,Unknown Function,Unknown Function,Unknown Function,,AB369933.1,99,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_553,115,Ericoid mycorrhizal sp. Sm5 internal tra,,,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,AY046400.1,97.1,244,0,20,55,0,14,0,0,0,0,0,0,0,0,3,6,1,0,0,0,5,0,10,1,0,0,0,0,0,0,0
OTU_554,115,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,91.4,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,83,9,1,12,4
OTU_555,114,Rhodosporidiobolus colostri culture-coll,,,,,,,KY104695.1,100,279,0,2,29,2,1,1,0,0,0,1,0,0,1,0,0,0,2,0,71,3,1,0,0,0,0,0,0,0,0,0
OTU_556,114,Vishniacozyma victoriae culture-collecti,,,,,,,KY105847.1,100,263,0,0,0,0,14,8,0,1,0,23,0,1,2,3,1,1,13,0,46,1,0,0,0,0,0,0,0,0,0,0
OTU_557,114,Umbelopsis sp. RJ-2015 isolate 355J14 18,Incertae sedis,Mucorales,Saprotroph,Saprotroph,Saprotroph,,KU516643.1,99.7,336,0,0,0,0,0,0,0,10,5,10,8,35,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU_558,113,Dactylella oviparasitica isolate 50 smal,Orbiliomycetes,Orbiliales,Saprotroph,Saprotroph,Saprotroph,,AY970525.1,83.5,364,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_559,113,Praetumpfia obducens strain C56 18S ribo,,,,,,,KY189985.1,91.4,266,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_560,113,Sordaria tomento-alba strain CBS 260.78 ,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,AY681195.1,94.6,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,105
OTU_561,113,Hebeloma dunense voucher IK-H0307 18S ri,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX687201.1,98.4,370,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,1,0,2,65,0,2,0,0,0,0,0,0,0,0,0
OTU_562,112,Sporobolomyces sp. XZ 44D1 18S ribosomal,Microbotryomycetes,Sporidiobolales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,KP020108.2,86.3,270,0,14,8,8,13,14,2,5,1,4,0,0,0,0,0,0,17,0,20,1,0,4,0,1,0,0,0,0,0,0
OTU_563,111,Calycellina populina 18S ribosomal RNA g,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,JN033382.1,98.5,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_564,111,Hypomyces completus strain KSH411 18S ri,Sordariomycetes,Hypocreales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,KT946842.1,82.1,324,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,64,0,0,4,1,0,0,0,0,0,0,0,0,0
OTU_565,111,Teratosphaeria jonkershoekensis strain C,Dothideomycetes,Capnodiales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,EU707864.1,94.9,275,0,1,0,0,40,0,0,0,0,0,0,0,0,4,9,0,46,3,0,0,0,0,0,0,2,0,5,0,1,0
OTU_566,111,Tomentella badia voucher RT00041 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EU819522.1,94.8,328,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_567,110,OTU_567,,,,,,,,,,,22,5,1,1,0,6,0,1,0,1,5,3,0,0,0,50,1,6,0,0,5,3,0,0,0,0,0,0,0
OTU_568,110,Aciculosporium take strain B2 18S riboso,Sordariomycetes,Hypocreales,Biotroph/Endophyte,Biotroph,Endophyte,,EF363683.1,81.8,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_569,110,"Patinella hyalophaea voucher H.B. 9739, ",Leotiomycetes,Helotiales,Unknown Function,Unknown Function,Unknown Function,,KT876978.1,100,291,0,3,0,3,8,3,0,0,0,0,0,0,0,1,0,0,82,4,4,1,1,0,0,0,0,0,0,0,0,0
OTU_570,109,Naganishia diffluens culture-collection ,,,,,,,KY104327.1,100,278,0,5,2,6,0,2,1,0,1,2,0,0,0,0,10,1,33,0,43,0,0,2,0,0,0,0,0,0,1,0
OTU_571,109,OTU_571,,,,,,,,,,,0,0,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_572,108,OTU_572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,19,7,22,22
OTU_573,108,Preussia octomera voucher F:Huhndorf et ,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,GQ203788.1,98.2,227,0,0,0,41,22,0,0,0,0,0,0,0,0,0,0,0,30,2,13,0,0,0,0,0,0,0,0,0,0,0
OTU_574,108,Thelephora terrestris voucher K15 small ,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX438350.1,97.2,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
OTU_575,108,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,92.1,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,48,27,6
OTU_576,107,OTU_576,,,,,,,,,,,16,0,0,18,0,0,0,0,0,0,0,0,1,8,0,52,10,0,0,2,0,0,0,0,0,0,0,0,0
OTU_577,106,Spirosphaera minuta strain CBS 476.66 18,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,HQ696659.1,82.3,299,0,0,2,0,0,59,0,27,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_578,106,Entrophospora sp. CJL-2014 strain ZPRa-L,Glomeromycetes,Diversisporales,Symbiotroph/Arbuscular mycorrhizal,Symbiotroph,Arbuscular mycorrhizal,,KJ542310.1,94.4,321,0,6,1,29,1,0,0,0,0,0,0,0,0,0,0,0,64,2,3,0,0,0,0,0,0,0,0,0,0,0
OTU_579,106,Tylospora sp. 1 LR-2015 voucher UC202292,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP814163.1,95.7,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,104,0,0,0
OTU_580,106,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,98.6,218,0,0,0,0,0,0,0,1,0,3,26,24,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_581,105,OTU_581,,,,,,,,,,,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,2,0,0,0,0,0,0
OTU_582,105,Placynthiella icmalea 18S ribosomal RNA ,Lecanoromycetes,Agyriales,Symbiotroph/Lichenized,Symbiotroph,Lichenized,,AF274082.1,96.2,261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,47,48
OTU_583,105,OTU_583,,,,,,,,,,,0,0,0,0,0,0,31,71,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_584,105,Hebeloma subconcolor voucher ZT:ZT3375 i,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT218405.1,98.9,366,0,0,0,0,0,0,0,0,0,17,13,5,9,0,52,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0
OTU_585,105,Oliveonia pauxilla voucher KC1149 18S ri,Agaricomycetes,Auriculariales,Saprotroph,Saprotroph,Saprotroph,,HQ441576.1,84,293,0,0,0,0,0,65,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_586,104,Microcera sp. culture ICMP:20125 small s,Sordariomycetes,Hypocreales,Unknown Function,Unknown Function,Unknown Function,,MF683446.1,92.7,286,0,51,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
OTU_587,103,Acremonium curvulum CBS 430.66 ITS regio,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,NR_145038.1,87.3,237,0,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_588,103,Thyronectria concentrica strain ALLM 18S,Sordariomycetes,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,KX514388.1,89.8,284,0,51,1,2,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_589,103,Inocybe sp. ME12_B11 18S ribosomal RNA g,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,JX436909.1,99.7,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OTU_590,103,Hemimycena gracilis isolate S2.1 small s,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KY322595.1,99.2,370,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,1,0,0,72,0,0,0,0,0,0,0
OTU_591,103,Piloderma sp. 18 RT-2012 isolate FFP431 ,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,JQ711984.1,99.4,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,7,13,0,0,0
OTU_592,103,Tomentella badia voucher RT00041 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EU819522.1,95.2,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_593,103,"Ramaria abietina 18S rRNA gene, 5.8S rRN",Agaricomycetes,Gomphales,Symbiotroph/Ectomycorrhizal/white rot,Symbiotroph,Ectomycorrhizal,White rot,AJ408376.1,96,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_594,103,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,99.5,218,0,0,0,0,0,2,7,37,42,1,1,0,1,0,0,0,2,0,1,0,0,0,8,1,0,0,0,0,0,0
OTU_595,102,Phaeosphaeria sp. MZC47m1 18S ribosomal ,Dothideomycetes,Pleosporales,Saprotroph,Saprotroph,Saprotroph,,KJ188706.1,95,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,98,0,0,0,0,0,0,0,0,0,0,0
OTU_596,101,OTU_596,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_597,101,Helicodendron luteoalbum culture-collect,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,EF029238.1,98.3,237,0,0,26,3,0,2,0,0,0,0,0,0,0,1,0,0,2,0,11,0,0,1,48,4,0,1,1,0,0,1
OTU_598,101,Ripartites tricholoma voucher 10705 18S ,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,JF908750.1,96.7,299,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_599,100,Trechispora sp. LISU178537 internal tran,Agaricomycetes,Trechisporales,Saprotroph,Saprotroph,Saprotroph,,JX392812.1,95.3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
OTU_600,100,Scolecobasidium fusiforme strain CBS 586,Dothideomycetes,Venturiales,Saprotroph,Saprotroph,Saprotroph,,KF156012.1,100,251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,72,13,0,0,0,0,0,0,0,0,0,0
OTU_601,99,Syncephalis parvula strain SJNWS interna,Incertae sedis,Zoopagales,Biotroph/Mycoparasite,Biotroph,Mycoparasite,,JF736975.1,96.7,242,0,0,2,0,1,0,0,2,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU_602,99,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,92.4,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,26,43,16,10
OTU_603,98,Mycena murina D1.1c 18S ribosomal RNA ge,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KJ093496.1,100,341,0,0,0,0,0,1,0,0,0,1,83,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0
OTU_604,98,Spizellomyces plurigibbosus voucher DAOM,Chytridiomycetes,Spizellomycetales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,FJ827722.1,98.6,425,0,0,0,0,53,0,0,0,0,0,0,0,0,3,6,2,22,5,1,0,0,3,0,3,0,0,0,0,0,0
OTU_605,98,OTU_605,,,,,,,,,,,0,0,0,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_606,97,Mycoarthris corallina small subunit ribo,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AH009124.2,97.3,264,0,0,0,0,0,0,0,0,0,93,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_607,96,OTU_607,,,,,,,,,,,0,0,0,6,0,0,0,0,0,0,0,0,26,37,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_608,96,Cyphellophora pauciseptata voucher INBio,Eurotiomycetes,Chaetothyriales,Saprotroph,Saprotroph,Saprotroph,,KU204581.1,90.3,318,0,9,0,10,1,0,0,0,0,0,0,0,0,1,2,0,57,2,13,0,0,0,0,0,1,0,0,0,0,0
OTU_609,96,OTU_609,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,0,0,0,0,0,0,0
OTU_610,95,Mortierella sp. 04NY02 18S ribosomal RNA,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,JX270370.1,99.6,271,0,14,18,58,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
OTU_611,94,Ascochyta medicaginicola var. medicagini,Dothideomycetes,Pleosporales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KU695570.1,100,253,0,0,0,0,7,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_612,94,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,98.2,329,0,0,0,0,0,0,0,0,0,1,1,0,0,54,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_613,93,Ramophialophora petraea strain LC5789 in,Sordariomycetes,Sordariales,Unknown Function,Unknown Function,Unknown Function,,KU746702.1,91.9,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91,0,0,0,0,0,0,0,0,0,0,0
OTU_614,93,Penicillium bialowiezense strain 1.3.5.6,Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,KX674620.1,100,302,0,0,0,27,3,35,3,0,3,2,0,0,0,0,0,0,8,2,8,1,0,0,1,0,0,0,0,0,0,0
OTU_615,93,Russula nuoljae voucher SAV:F-3092 18S r,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KU205350.1,99.7,314,0,0,0,0,0,0,1,31,58,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_616,93,OTU_616,,,,,,,,,,,0,0,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_617,93,Axenic ectomycorrhizal isolate (Helotial,,,,,,,AJ430412.1,96.7,246,0,0,0,1,0,0,0,0,0,0,0,0,0,39,33,0,18,0,0,0,1,0,0,0,0,0,0,0,0,1
OTU_618,92,OTU_618,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_619,92,Lactarius deliciosus var. olivaceosordid,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,EF685058.1,99.7,356,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,36,48,0,0,0,0,0,1
OTU_620,91,OTU_620,,,,,,,,,,,0,40,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,2,0,0,0,0,0,0,0
OTU_621,91,Infundichalara microchona isolate SM19A2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,DQ093752.1,93.1,274,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_622,91,Ochroconis robusta strain CBS 112.97 18S,Dothideomycetes,Venturiales,Saprotroph,Saprotroph,Saprotroph,,KP798633.1,83.8,352,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2,0,0,0,0,0,0,0,0,0,0
OTU_623,91,Meliniomyces bicolor isolate OTU_1 small,Leotiomycetes,Incertae sedis,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,KY197820.1,98,294,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,1,0,0,0,0,0,0,1,0,1,66,2,0,7,2
OTU_624,90,Myrothecium inundatum strain CBS 582.93 ,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,AY254152.1,100,284,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_625,90,Eucasphaeria capensis GPO_LL_01_B9 inter,Sordariomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KC180712.1,100,247,0,0,1,79,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_626,90,Truncatella angustata isolate TR-KONYA s,Sordariomycetes,Xylariales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,MF661907.1,100,323,0,1,0,35,0,0,15,1,0,0,0,0,0,10,0,1,0,3,0,1,0,14,2,2,0,5,0,0,0,0
OTU_627,90,Leptodontidium sp. Sib5-8-1 18S ribosoma,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KX100372.1,97,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,41,0,2,30
OTU_628,89,Oliveonia pauxilla voucher KC1149 18S ri,Agaricomycetes,Auriculariales,Saprotroph,Saprotroph,Saprotroph,,HQ441576.1,88.2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,87,0,0,0,0,0
OTU_629,89,OTU_629,,,,,,,,,,,0,2,3,15,0,0,0,0,0,0,0,0,1,8,0,12,4,44,0,0,0,0,0,0,0,0,0,0,0
OTU_630,87,Dactylonectria hordeicola isolate EFA 44,,,,,,,MF440368.1,99.2,265,0,0,4,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43,0,1,5,0,3,0,0,0,0,0,0
OTU_631,87,Chalara sp. TMS-2011 voucher MS3p_50-44 ,Incertae sedis,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,HQ630988.1,96.6,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,2,0,0,0,0,0,0,0,0,0
OTU_632,87,Naganishia friedmannii voucher CF-107 in,,,,,,,KX268322.1,100,263,0,5,3,17,0,4,0,3,2,3,0,2,0,0,2,0,26,1,10,1,0,0,0,0,1,1,1,0,2,3
OTU_633,87,Serendipita sp. RC_14056 18S ribosomal R,Agaricomycetes,Sebacinales,Saprotroph,Saprotroph,Saprotroph,,KP311470.1,96.6,293,0,0,0,0,0,23,0,1,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_634,87,OTU_634,,,,,,,,,,,2,0,4,9,0,0,1,1,0,0,0,1,0,4,0,36,0,25,3,0,1,0,0,0,0,0,0,0,0
OTU_635,87,Hyalodendriella sp. FF39 18S ribosomal R,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,FJ379833.1,97.1,241,0,1,0,0,0,14,67,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_636,87,Filobasidium magnum culture-collection C,Tremellomycetes,Filobasidiales,Saprotroph/Facultative yeast,Saprotroph,Facultative yeast,Facultative yeast,KY103437.1,99.6,267,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,81,0,1,0,0,0,1,0,0,0,0,0
